id,name,name_en,name_kana,lat,lon,place_type,is_in,old_name,all_tags
8726981561,"前沢五丁目","Maesawa 5-chome","まえさわ5ちょうめ",35.740651,139.510453,neighbourhood,"","","{""name"":""前沢五丁目"",""name:en"":""Maesawa 5-chome"",""name:ja"":""前沢五丁目"",""name:ja-Hira"":""まえさわ5ちょうめ"",""place"":""neighbourhood""}"
8726981562,"南沢五丁目","Minamisawa 5-chome","みなみさわ5ちょうめ",35.74465,139.526031,neighbourhood,"","","{""name"":""南沢五丁目"",""name:en"":""Minamisawa 5-chome"",""name:ja"":""南沢五丁目"",""name:ja-Hira"":""みなみさわ5ちょうめ"",""place"":""neighbourhood""}"
8726981563,"南町一丁目","Minamicho 1-chome","みなみちょう1ちょうめ",35.7405,139.527983,neighbourhood,"","","{""name"":""南町一丁目"",""name:en"":""Minamicho 1-chome"",""name:ja"":""南町一丁目"",""name:ja-Hira"":""みなみちょう1ちょうめ"",""place"":""neighbourhood""}"
8726981564,"南町三丁目","Minamicho 3-chome","みなみちょう3ちょうめ",35.740575,139.521896,neighbourhood,"","","{""name"":""南町三丁目"",""name:en"":""Minamicho 3-chome"",""name:ja"":""南町三丁目"",""name:ja-Hira"":""みなみちょう3ちょうめ"",""place"":""neighbourhood""}"
8726981565,"南沢四丁目","Minamisawa 4-chome","みなみさわ4ちょうめ",35.747885,139.528101,neighbourhood,"","","{""name"":""南沢四丁目"",""name:en"":""Minamisawa 4-chome"",""name:ja"":""南沢四丁目"",""name:ja-Hira"":""みなみさわ4ちょうめ"",""place"":""neighbourhood""}"
8726981566,"学園町二丁目","Gakuencho 2-chome","がくえんちょう2ちょうめ",35.749543,139.536201,neighbourhood,"","","{""name"":""学園町二丁目"",""name:en"":""Gakuencho 2-chome"",""name:ja"":""学園町二丁目"",""name:ja-Hira"":""がくえんちょう2ちょうめ"",""place"":""neighbourhood""}"
8726981567,"南町二丁目","Minamicho 2-chome","みなみちょう2ちょうめ",35.736373,139.522678,neighbourhood,"","","{""name"":""南町二丁目"",""name:en"":""Minamicho 2-chome"",""name:ja"":""南町二丁目"",""name:ja-Hira"":""みなみちょう2ちょうめ"",""place"":""neighbourhood""}"
8726981568,"弥生二丁目","Yayoi 2-chome","やよい2ちょうめ",35.734179,139.505189,neighbourhood,"","","{""name"":""弥生二丁目"",""name:en"":""Yayoi 2-chome"",""name:ja"":""弥生二丁目"",""name:ja-Hira"":""やよい2ちょうめ"",""place"":""neighbourhood""}"
8726981569,"下里六丁目","Shimosato 6-chome","しもさと6ちょうめ",35.758005,139.497571,neighbourhood,"","","{""name"":""下里六丁目"",""name:en"":""Shimosato 6-chome"",""name:ja"":""下里六丁目"",""name:ja-Hira"":""しもさと6ちょうめ"",""place"":""neighbourhood""}"
8726981570,"中央町二丁目","Chuocho 2-chome","ちゅうおうちょう2ちょうめ",35.755136,139.521502,neighbourhood,"","","{""name"":""中央町二丁目"",""name:en"":""Chuocho 2-chome"",""name:ja"":""中央町二丁目"",""name:ja-Hira"":""ちゅうおうちょう2ちょうめ"",""place"":""neighbourhood""}"
8726981571,"下里一丁目","Shimosato 1-chome","しもさと1ちょうめ",35.756402,139.508156,neighbourhood,"","","{""name"":""下里一丁目"",""name:en"":""Shimosato 1-chome"",""name:ja"":""下里一丁目"",""name:ja-Hira"":""しもさと1ちょうめ"",""place"":""neighbourhood""}"
8726981572,"学園町一丁目","Gakuencho 1-chome","がくえんちょう1ちょうめ",35.7533907,139.5392739,neighbourhood,"","","{""name"":""学園町一丁目"",""name:en"":""Gakuencho 1-chome"",""name:ja"":""学園町一丁目"",""name:ja-Hira"":""がくえんちょう1ちょうめ"",""place"":""neighbourhood""}"
8726981573,"中央町三丁目","Chuocho 3-chome","ちゅうおうちょう3ちょうめ",35.751192,139.522259,neighbourhood,"","","{""name"":""中央町三丁目"",""name:en"":""Chuocho 3-chome"",""name:ja"":""中央町三丁目"",""name:ja-Hira"":""ちゅうおうちょう3ちょうめ"",""place"":""neighbourhood""}"
8726981574,"南沢二丁目","Minamisawa 2-chome","みなみさわ2ちょうめ",35.750794,139.533,neighbourhood,"","","{""name"":""南沢二丁目"",""name:en"":""Minamisawa 2-chome"",""name:ja"":""南沢二丁目"",""name:ja-Hira"":""みなみさわ2ちょうめ"",""place"":""neighbourhood""}"
8726981575,"南沢一丁目","Minamisawa 1-chome","みなみさわ1ちょうめ",35.754559,139.533331,neighbourhood,"","","{""name"":""南沢一丁目"",""name:en"":""Minamisawa 1-chome"",""name:ja"":""南沢一丁目"",""name:ja-Hira"":""みなみさわ1ちょうめ"",""place"":""neighbourhood""}"
8726981576,"浅間町三丁目","Sengencho 3-chome","せんげんちょう3ちょうめ",35.755741,139.543144,neighbourhood,"","","{""name"":""浅間町三丁目"",""name:en"":""Sengencho 3-chome"",""name:ja"":""浅間町三丁目"",""name:ja-Hira"":""せんげんちょう3ちょうめ"",""place"":""neighbourhood""}"
